CBF,In,Out,Nº,Clube
159664,00:00 - 1T,45:00 - 2T,12,Abc/RN
325261,00:00 - 1T,45:00 - 2T,1,Náutico/PE
313762,00:00 - 1T,45:00 - 2T,2,Abc/RN
320016,00:00 - 1T,33:00 - 2T,2,Náutico/PE
434738,00:00 - 1T,45:00 - 2T,3,Abc/RN
388312,00:00 - 1T,45:00 - 2T,3,Náutico/PE
168009,00:00 - 1T,45:00 - 2T,4,Abc/RN
165864,00:00 - 1T,45:00 - 2T,4,Náutico/PE
160150,00:00 - 1T,45:00 - 2T,5,Abc/RN
295956,00:00 - 1T,45:00 - 2T,5,Náutico/PE
320984,00:00 - 1T,45:00 - 2T,6,Abc/RN
188960,00:00 - 1T,23:00 - 2T,6,Náutico/PE
420566,00:00 - 1T,45:00 - 2T,7,Abc/RN
410340,00:00 - 1T,45:00 - 2T,8,Náutico/PE
189991,00:00 - 1T,45:00 - 2T,8,Abc/RN
430039,00:00 - 1T,12:00 - 2T,10,Náutico/PE
144035,00:00 - 1T,21:00 - 2T,9,Abc/RN
456114,00:00 - 1T,45:00 - 2T,11,Náutico/PE
296566,00:00 - 1T,28:00 - 2T,10,Abc/RN
308068,00:00 - 1T,45:00 - 2T,30,Náutico/PE
359398,00:00 - 1T,18:00 - 2T,11,Abc/RN
191513,00:00 - 1T,45:00 - 2T,90,Náutico/PE
372006,12:00 - 2T,45:00 - 2T,20,Náutico/PE
293655,18:00 - 2T,45:00 - 2T,18,Abc/RN
313930,21:00 - 2T,45:00 - 2T,20,Abc/RN
529172,23:00 - 2T,45:00 - 2T,15,Náutico/PE
434930,28:00 - 2T,45:00 - 2T,21,Abc/RN
184979,33:00 - 2T,45:00 - 2T,18,Náutico/PE
