CBF,In,Out,Nº,Clube
162211,00:00 - 1T,45:00 - 2T,1,Altos/PI
379042,00:00 - 1T,45:00 - 2T,1,VoltaRedonda/RJ
322780,00:00 - 1T,45:00 - 2T,2,Altos/PI
184109,00:00 - 1T,45:00 - 2T,4,VoltaRedonda/RJ
160878,00:00 - 1T,45:00 - 2T,4,Altos/PI
184226,00:00 - 1T,45:00 - 2T,5,VoltaRedonda/RJ
189941,00:00 - 1T,35:00 - 2T,5,Altos/PI
169859,00:00 - 1T,45:00 - 2T,6,VoltaRedonda/RJ
307954,00:00 - 1T,44:00 - 2T,6,Altos/PI
306706,00:00 - 1T,45:00 - 2T,8,VoltaRedonda/RJ
381044,00:00 - 1T,17:00 - 2T,7,Altos/PI
359865,00:00 - 1T,45:00 - 2T,10,VoltaRedonda/RJ
187984,00:00 - 1T,35:00 - 2T,9,Altos/PI
501908,00:00 - 1T,45:00 - 2T,11,VoltaRedonda/RJ
369601,00:00 - 1T,45:00 - 2T,11,Altos/PI
641271,00:00 - 1T,45:00 - 2T,13,VoltaRedonda/RJ
306514,00:00 - 1T,45:00 - 2T,14,Altos/PI
436982,00:00 - 1T,45:00 - 2T,16,VoltaRedonda/RJ
166115,00:00 - 1T,45:00 - 2T,19,Altos/PI
509029,00:00 - 1T,45:00 - 2T,20,VoltaRedonda/RJ
172933,00:00 - 1T,17:00 - 2T,20,Altos/PI
306314,00:00 - 1T,45:00 - 2T,23,VoltaRedonda/RJ
160706,17:00 - 2T,45:00 - 2T,10,Altos/PI
385240,17:00 - 2T,45:00 - 2T,22,Altos/PI
369767,35:00 - 2T,45:00 - 2T,8,Altos/PI
454786,35:00 - 2T,45:00 - 2T,18,Altos/PI
369596,44:00 - 2T,45:00 - 2T,15,Altos/PI
