CBF,In,Out,Nº,Clube
292237,00:00 - 1T,45:00 - 2T,1,Avaí/SC
188398,00:00 - 1T,45:00 - 2T,22,Santos/SP
144059,00:00 - 1T,45:00 - 2T,3,Avaí/SC
320593,00:00 - 1T,45:00 - 2T,3,Santos/SP
406610,00:00 - 1T,28:00 - 1T,4,Avaí/SC
186450,00:00 - 1T,45:00 - 2T,6,Santos/SP
297781,00:00 - 1T,45:00 - 2T,7,Avaí/SC
633531,00:00 - 1T,45:00 - 2T,7,Santos/SP
177083,00:00 - 1T,25:00 - 2T,16,Avaí/SC
646668,00:00 - 1T,20:00 - 2T,10,Santos/SP
320984,00:00 - 1T,45:00 - 2T,23,Avaí/SC
184307,00:00 - 1T,45:00 - 2T,11,Santos/SP
177469,00:00 - 1T,11:00 - 2T,26,Avaí/SC
334559,00:00 - 1T,45:00 - 2T,21,Santos/SP
672682,00:00 - 1T,45:00 - 2T,27,Avaí/SC
295792,00:00 - 1T,45:00 - 2T,27,Santos/SP
303922,00:00 - 1T,45:00 - 2T,32,Avaí/SC
377476,00:00 - 1T,45:00 - 2T,28,Santos/SP
401045,00:00 - 1T,45:00 - 2T,39,Avaí/SC
165065,00:00 - 1T,45:00 - 2T,31,Santos/SP
364057,00:00 - 1T,45:00 - 2T,63,Avaí/SC
373768,00:00 - 1T,INT,36,Santos/SP
308980,INT,45:00 - 2T,5,Santos/SP
371170,28:00 - 1T,45:00 - 2T,19,Avaí/SC
320857,11:00 - 2T,45:00 - 2T,30,Avaí/SC
354299,20:00 - 2T,45:00 - 2T,2,Santos/SP
310627,25:00 - 2T,45:00 - 2T,20,Avaí/SC
633582,45:00 - 2T,45:00 - 2T,17,Santos/SP
