CBF,In,Out,Nº,Clube
291849,00:00 - 1T,45:00 - 2T,1,Uniclinic/CE
148784,00:00 - 1T,45:00 - 2T,1,Potiguar/RN
184840,00:00 - 1T,45:00 - 2T,2,Uniclinic/CE
306703,00:00 - 1T,45:00 - 2T,2,Potiguar/RN
163413,00:00 - 1T,45:00 - 2T,3,Uniclinic/CE
186594,00:00 - 1T,45:00 - 2T,3,Potiguar/RN
346376,00:00 - 1T,45:00 - 2T,4,Uniclinic/CE
172564,00:00 - 1T,45:00 - 2T,4,Potiguar/RN
362382,00:00 - 1T,45:00 - 2T,5,Uniclinic/CE
291689,00:00 - 1T,40:00 - 2T,6,Potiguar/RN
172014,00:00 - 1T,45:00 - 2T,6,Uniclinic/CE
301162,00:00 - 1T,45:00 - 2T,7,Potiguar/RN
430412,00:00 - 1T,43:00 - 2T,7,Uniclinic/CE
151607,00:00 - 1T,20:00 - 2T,8,Potiguar/RN
137976,00:00 - 1T,45:00 - 2T,8,Uniclinic/CE
395715,00:00 - 1T,45:00 - 2T,9,Potiguar/RN
307485,00:00 - 1T,16:00 - 2T,9,Uniclinic/CE
306353,00:00 - 1T,45:00 - 2T,10,Potiguar/RN
172922,00:00 - 1T,45:00 - 2T,10,Uniclinic/CE
306358,00:00 - 1T,45:00 - 2T,19,Potiguar/RN
366127,00:00 - 1T,26:00 - 2T,11,Uniclinic/CE
186028,00:00 - 1T,35:00 - 2T,20,Potiguar/RN
172140,16:00 - 2T,45 - 2T,18,Uniclinic/CE
379256,20:00 - 2T,45 - 2T,17,Potiguar/RN
293090,26:00 - 2T,45 - 2T,20,Uniclinic/CE
421500,35:00 - 2T,45 - 2T,14,Potiguar/RN
516878,40:00 - 2T,45 - 2T,16,Potiguar/RN
302335,43:00 - 2T,45 - 2T,13,Uniclinic/CE
