CBF,In,Out,Nº,Clube
175411,00:00 - 1T,45:00 - 2T,48,Flamengo/RJ
137990,00:00 - 1T,45:00 - 2T,12,Fluminense/RJ
306619,00:00 - 1T,45:00 - 2T,2,Flamengo/RJ
161940,00:00 - 1T,45:00 - 2T,2,Fluminense/RJ
295548,00:00 - 1T,45:00 - 2T,3,Flamengo/RJ
167958,00:00 - 1T,45:00 - 2T,3,Fluminense/RJ
419387,00:00 - 1T,36:00 - 2T,5,Flamengo/RJ
175878,00:00 - 1T,45:00 - 2T,6,Fluminense/RJ
143465,00:00 - 1T,45:00 - 2T,9,Flamengo/RJ
173180,00:00 - 1T,45:00 - 2T,7,Fluminense/RJ
166649,00:00 - 1T,45:00 - 2T,14,Flamengo/RJ
291843,00:00 - 1T,45:00 - 2T,8,Fluminense/RJ
305555,00:00 - 1T,INT,19,Flamengo/RJ
148994,00:00 - 1T,42:00 - 2T,9,Fluminense/RJ
507566,00:00 - 1T,45:00 - 2T,20,Flamengo/RJ
154127,00:00 - 1T,45:00 - 2T,10,Fluminense/RJ
165065,00:00 - 1T,07:00 - 2T,21,Flamengo/RJ
306019,00:00 - 1T,45:00 - 2T,16,Fluminense/RJ
178361,00:00 - 1T,45:00 - 2T,22,Flamengo/RJ
294769,00:00 - 1T,13:00 - 2T,29,Fluminense/RJ
185974,00:00 - 1T,45:00 - 2T,26,Flamengo/RJ
310733,00:00 - 1T,07:00 - 2T,30,Fluminense/RJ
293440,INT,45 - 2T,7,Flamengo/RJ
156034,07:00 - 2T,45 - 2T,5,Fluminense/RJ
335611,07:00 - 2T,45 - 2T,17,Flamengo/RJ
179486,13:00 - 2T,45 - 2T,25,Fluminense/RJ
507380,36:00 - 2T,45 - 2T,23,Flamengo/RJ
307366,42:00 - 2T,45 - 2T,23,Fluminense/RJ
