CBF,In,Out,Nº,Clube
165699,00:00 - 1T,45:00 - 2T,1,Remo/PA
345033,00:00 - 1T,31:00 - 2T,1,Ypiranga/RS
439009,00:00 - 1T,40:00 - 2T,2,Remo/PA
180904,00:00 - 1T,40:00 - 2T,2,Ypiranga/RS
172741,00:00 - 1T,45:00 - 2T,3,Remo/PA
372414,00:00 - 1T,45:00 - 2T,3,Ypiranga/RS
391581,00:00 - 1T,45:00 - 2T,4,Remo/PA
347212,00:00 - 1T,45:00 - 2T,4,Ypiranga/RS
183840,00:00 - 1T,45:00 - 2T,6,Remo/PA
294486,00:00 - 1T,45:00 - 2T,5,Ypiranga/RS
188170,00:00 - 1T,45:00 - 2T,23,Remo/PA
174220,00:00 - 1T,40:00 - 2T,6,Ypiranga/RS
383402,00:00 - 1T,19:00 - 2T,27,Remo/PA
296193,00:00 - 1T,45:00 - 2T,7,Ypiranga/RS
605436,00:00 - 1T,INT,35,Remo/PA
292965,00:00 - 1T,+4:00 - 2T,8,Ypiranga/RS
392725,00:00 - 1T,INT,74,Remo/PA
174380,00:00 - 1T,45:00 - 2T,9,Ypiranga/RS
337491,00:00 - 1T,45:00 - 2T,92,Remo/PA
383830,00:00 - 1T,45:00 - 2T,10,Ypiranga/RS
346890,00:00 - 1T,19:00 - 2T,93,Remo/PA
371231,00:00 - 1T,40:00 - 2T,11,Ypiranga/RS
170277,+4:00 - 2T,45:00 - 2T,14,Ypiranga/RS
308871,INT,45:00 - 2T,24,Remo/PA
456848,INT,45:00 - 2T,87,Remo/PA
338611,19:00 - 2T,45:00 - 2T,91,Remo/PA
173504,19:00 - 2T,45:00 - 2T,10,Remo/PA
186446,31:00 - 2T,45:00 - 2T,12,Ypiranga/RS
435558,40:00 - 2T,45:00 - 2T,18,Ypiranga/RS
296643,40:00 - 2T,45:00 - 2T,15,Ypiranga/RS
311813,40:00 - 2T,45:00 - 2T,19,Ypiranga/RS
371657,40:00 - 2T,45:00 - 2T,90,Remo/PA
