CBF,In,Out,Nº,Clube
427979,00:00 - 1T,45:00 - 2T,1,América/MG
156659,00:00 - 1T,45:00 - 2T,1,Atlético/MG
186564,00:00 - 1T,45:00 - 2T,2,América/MG
137705,00:00 - 1T,45:00 - 2T,3,Atlético/MG
175475,00:00 - 1T,45:00 - 2T,3,América/MG
318309,00:00 - 1T,45:00 - 2T,4,Atlético/MG
381149,00:00 - 1T,45:00 - 2T,4,América/MG
150151,00:00 - 1T,45:00 - 2T,9,Atlético/MG
163939,00:00 - 1T,42:00 - 2T,5,América/MG
540839,00:00 - 1T,03:00 - 2T,10,Atlético/MG
175878,00:00 - 1T,45:00 - 2T,6,América/MG
172685,00:00 - 1T,45:00 - 2T,21,Atlético/MG
329524,00:00 - 1T,45:00 - 2T,8,América/MG
389307,00:00 - 1T,45:00 - 2T,23,Atlético/MG
354104,00:00 - 1T,INT,9,América/MG
378851,00:00 - 1T,41:00 - 2T,26,Atlético/MG
328835,00:00 - 1T,45:00 - 2T,10,América/MG
298595,00:00 - 1T,30:00 - 2T,27,Atlético/MG
183381,00:00 - 1T,37:00 - 2T,11,América/MG
178620,00:00 - 1T,45:00 - 2T,29,Atlético/MG
355362,00:00 - 1T,45:00 - 2T,18,América/MG
367216,00:00 - 1T,45:00 - 2T,30,Atlético/MG
438212,INT,45:00 - 2T,19,América/MG
159607,03:00 - 2T,45:00 - 2T,7,Atlético/MG
610318,30:00 - 2T,45:00 - 2T,8,Atlético/MG
180838,37:00 - 2T,45:00 - 2T,7,América/MG
500272,41:00 - 2T,45:00 - 2T,17,Atlético/MG
178472,42:00 - 2T,45:00 - 2T,21,América/MG
