CBF,In,Out,Nº,Clube
321622,00:00 - 1T,45:00 - 2T,1,Criciúma/SC
175445,00:00 - 1T,45:00 - 2T,1,Novorizontino/SP
295317,00:00 - 1T,45:00 - 2T,2,Criciúma/SC
305809,00:00 - 1T,45:00 - 2T,2,Novorizontino/SP
177531,00:00 - 1T,45:00 - 2T,3,Criciúma/SC
166943,00:00 - 1T,45:00 - 2T,3,Novorizontino/SP
380308,00:00 - 1T,45:00 - 2T,4,Criciúma/SC
165939,00:00 - 1T,45:00 - 2T,4,Novorizontino/SP
380640,00:00 - 1T,36:00 - 2T,5,Criciúma/SC
330362,00:00 - 1T,43:00 - 2T,5,Novorizontino/SP
185482,00:00 - 1T,45:00 - 2T,6,Criciúma/SC
405127,00:00 - 1T,45:00 - 2T,6,Novorizontino/SP
311146,00:00 - 1T,45:00 - 2T,7,Criciúma/SC
387511,00:00 - 1T,45:00 - 2T,7,Novorizontino/SP
379541,00:00 - 1T,23:00 - 1T,8,Criciúma/SC
326257,00:00 - 1T,45:00 - 2T,8,Novorizontino/SP
317236,00:00 - 1T,45:00 - 2T,9,Criciúma/SC
516172,00:00 - 1T,29:00 - 2T,9,Novorizontino/SP
188494,00:00 - 1T,45:00 - 2T,10,Criciúma/SC
363149,00:00 - 1T,25:00 - 1T,10,Novorizontino/SP
321780,00:00 - 1T,36:00 - 2T,11,Criciúma/SC
335362,00:00 - 1T,45:00 - 2T,11,Novorizontino/SP
392562,23:00 - 1T,45:00 - 2T,17,Criciúma/SC
184176,25:00 - 1T,45:00 - 2T,20,Novorizontino/SP
447189,29:00 - 2T,45:00 - 2T,16,Novorizontino/SP
304409,36:00 - 2T,45:00 - 2T,13,Criciúma/SC
427379,36:00 - 2T,45:00 - 2T,19,Criciúma/SC
464026,43:00 - 2T,45:00 - 2T,17,Novorizontino/SP
377082,45:00 - 2T,45:00 - 2T,15,Criciúma/SC
