CBF,In,Out,Nº,Clube
345033,00:00 - 1T,45:00 - 2T,1,Ypiranga/RS
184332,00:00 - 1T,45:00 - 2T,1,VoltaRedonda/RJ
369844,00:00 - 1T,16:00 - 2T,2,Ypiranga/RS
317361,00:00 - 1T,45:00 - 2T,2,VoltaRedonda/RJ
347212,00:00 - 1T,45:00 - 2T,3,Ypiranga/RS
306691,00:00 - 1T,45:00 - 2T,3,VoltaRedonda/RJ
389264,00:00 - 1T,45:00 - 2T,4,Ypiranga/RS
184226,00:00 - 1T,45:00 - 2T,5,VoltaRedonda/RJ
180904,00:00 - 1T,45:00 - 2T,5,Ypiranga/RS
306706,00:00 - 1T,45:00 - 2T,6,VoltaRedonda/RJ
327686,00:00 - 1T,45:00 - 2T,6,Ypiranga/RS
426457,00:00 - 1T,45:00 - 2T,7,VoltaRedonda/RJ
311813,00:00 - 1T,20:00 - 2T,7,Ypiranga/RS
176416,00:00 - 1T,45:00 - 2T,8,VoltaRedonda/RJ
372414,00:00 - 1T,45:00 - 2T,8,Ypiranga/RS
375896,00:00 - 1T,45:00 - 2T,9,VoltaRedonda/RJ
565236,00:00 - 1T,45:00 - 2T,9,Ypiranga/RS
334605,00:00 - 1T,45:00 - 2T,17,VoltaRedonda/RJ
305873,00:00 - 1T,40:00 - 2T,10,Ypiranga/RS
328098,00:00 - 1T,45:00 - 2T,19,VoltaRedonda/RJ
295260,00:00 - 1T,45:00 - 2T,11,Ypiranga/RS
184109,00:00 - 1T,45:00 - 2T,28,VoltaRedonda/RJ
182887,16:00 - 2T,45 - 2T,13,Ypiranga/RS
390704,20:00 - 2T,45 - 2T,20,Ypiranga/RS
308002,40:00 - 2T,45 - 2T,25,Ypiranga/RS
