CBF,In,Out,Nº,Clube
165699,00:00 - 1T,45:00 - 2T,1,Remo/PA
175143,00:00 - 1T,45:00 - 2T,31,Paysandu/PA
391581,00:00 - 1T,45:00 - 2T,4,Remo/PA
335303,00:00 - 1T,13:00 - 1T,10,Paysandu/PA
322716,00:00 - 1T,45:00 - 2T,7,Remo/PA
179934,00:00 - 1T,45:00 - 2T,11,Paysandu/PA
369194,00:00 - 1T,27:00 - 2T,9,Remo/PA
183385,00:00 - 1T,45:00 - 2T,19,Paysandu/PA
177357,00:00 - 1T,45:00 - 2T,14,Remo/PA
389790,00:00 - 1T,45:00 - 2T,26,Paysandu/PA
305404,00:00 - 1T,45:00 - 2T,20,Remo/PA
313534,00:00 - 1T,45:00 - 2T,29,Paysandu/PA
337806,00:00 - 1T,45:00 - 2T,26,Remo/PA
401831,00:00 - 1T,29:00 - 2T,30,Paysandu/PA
403127,00:00 - 1T,36:00 - 2T,44,Remo/PA
177261,00:00 - 1T,45:00 - 2T,34,Paysandu/PA
186557,00:00 - 1T,45:00 - 2T,87,Remo/PA
536065,00:00 - 1T,36:00 - 2T,36,Paysandu/PA
371657,00:00 - 1T,45:00 - 2T,90,Remo/PA
308568,00:00 - 1T,45:00 - 2T,39,Paysandu/PA
332451,00:00 - 1T,INT,93,Remo/PA
175323,00:00 - 1T,45:00 - 2T,40,Paysandu/PA
364826,INT,45 - 2T,80,Remo/PA
178005,13:00 - 1T,45 - 2T,17,Paysandu/PA
185680,27:00 - 2T,45 - 2T,91,Remo/PA
183546,29:00 - 2T,45 - 2T,32,Paysandu/PA
160427,36:00 - 2T,45 - 2T,10,Remo/PA
326861,36:00 - 2T,45 - 2T,4,Paysandu/PA
