CBF,In,Out,Nº,Clube
511533,00:00 - 1T,45:00 - 2T,1,Botafogo/RJ
165925,00:00 - 1T,45:00 - 2T,27,Fluminense/RJ
318309,00:00 - 1T,45:00 - 2T,2,Botafogo/RJ
307134,00:00 - 1T,38:00 - 2T,2,Fluminense/RJ
540906,00:00 - 1T,45:00 - 2T,3,Botafogo/RJ
184364,00:00 - 1T,31:00 - 2T,10,Fluminense/RJ
315637,00:00 - 1T,45:00 - 2T,4,Botafogo/RJ
646477,00:00 - 1T,45:00 - 2T,11,Fluminense/RJ
185012,00:00 - 1T,45:00 - 2T,5,Botafogo/RJ
337823,00:00 - 1T,45:00 - 2T,19,Fluminense/RJ
167201,00:00 - 1T,45:00 - 2T,6,Botafogo/RJ
308495,00:00 - 1T,26:00 - 2T,20,Fluminense/RJ
161625,00:00 - 1T,45:00 - 2T,7,Botafogo/RJ
540090,00:00 - 1T,45:00 - 2T,23,Fluminense/RJ
155840,00:00 - 1T,45:00 - 2T,8,Botafogo/RJ
172038,00:00 - 1T,45:00 - 2T,26,Fluminense/RJ
451607,00:00 - 1T,17:00 - 2T,9,Botafogo/RJ
339266,00:00 - 1T,45:00 - 2T,29,Fluminense/RJ
308427,00:00 - 1T,30:00 - 2T,11,Botafogo/RJ
379386,00:00 - 1T,45:00 - 2T,33,Fluminense/RJ
387150,00:00 - 1T,17:00 - 2T,30,Botafogo/RJ
150986,00:00 - 1T,45:00 - 2T,77,Fluminense/RJ
291732,17:00 - 2T,45 - 2T,17,Botafogo/RJ
359362,17:00 - 2T,45 - 2T,29,Botafogo/RJ
171975,26:00 - 2T,45 - 2T,28,Fluminense/RJ
598963,30:00 - 2T,45 - 2T,20,Botafogo/RJ
293170,31:00 - 2T,45 - 2T,18,Fluminense/RJ
307616,38:00 - 2T,45 - 2T,21,Fluminense/RJ
